a:	520	-16560	2936	
a:	624	-16596	2696	
a:	456	-16568	2716	
a:	380	-16532	2628	
a:	356	-16492	2560	
a:	360	-16516	2764	
a:	488	-16512	2708	
a:	484	-16484	2896	
a:	252	-16504	2264	
a:	316	-16368	2480	
a:	256	-16612	2960	
a:	456	-16616	2372	
a:	232	-16440	2628	
a:	260	-16372	2824	
a:	208	-16564	2708	
a:	236	-16536	2920	
a:	172	-16656	2360	
a:	348	-16320	2708	
a:	192	-16500	2916	
a:	308	-16524	2792	
a:	332	-16408	2728	
a:	268	-16552	2756	
a:	228	-16620	2800	
a:	332	-16492	2896	
a:	368	-16560	3132	
a:	164	-16404	2816	
a:	396	-16544	2824	
a:	388	-16612	3068	
a:	236	-16436	2960	
a:	328	-16552	2736	
a:	336	-16436	2964	
a:	300	-16480	3004	
a:	336	-16672	3592	
a:	388	-16436	2756	
a:	580	-16452	2936	
a:	364	-16456	3076	
a:	484	-16576	3044	
a:	252	-16512	3108	
a:	372	-16520	2840	
a:	504	-16476	3040	
a:	608	-16568	2964	
a:	432	-16436	3188	
a:	364	-16552	3044	
a:	448	-16536	2956	
a:	408	-16536	3232	
a:	728	-16456	3212	
a:	388	-16404	3188	
a:	448	-16656	3084	
a:	416	-16464	2916	
a:	312	-16568	3084	
a:	492	-16396	3064	
a:	348	-16532	3048	
a:	408	-16532	3188	
a:	312	-16588	3052	
a:	432	-16548	3168	
a:	492	-16448	3140	
a:	260	-16608	3228	
a:	416	-16540	3088	
a:	432	-16460	3192	
a:	472	-16440	3428	
a:	360	-16508	3360	
a:	300	-16456	3376	
a:	532	-16624	3448	
a:	464	-16456	3216	
a:	304	-16480	3112	
a:	424	-16552	3024	
a:	464	-16540	3100	
a:	276	-16652	3208	
a:	328	-16520	3052	
a:	396	-16544	3188	
a:	316	-16456	3160	
a:	444	-16460	3248	
a:	456	-16432	3144	
a:	328	-16536	3224	
a:	348	-16452	3172	
a:	476	-16436	3084	
a:	336	-16628	3032	
a:	356	-16540	3172	
a:	336	-16500	3344	
a:	184	-16492	2784	
a:	152	-16492	3036	
a:	348	-16552	3092	
a:	408	-16472	3052	
a:	228	-16520	3232	

